x,y,z_s
1.7000000000000002,2.1,1.3388469443144784
1.7408163265306125,2.1,2.206940705766167
1.7816326530612248,2.1,1.6871851432150522
1.8224489795918368,2.1,1.134794929901644
1.8632653061224491,2.1,0.7901410430238212
1.9040816326530614,2.1,1.2094888993179698
1.9448979591836737,2.1,2.198632201448973
1.9857142857142858,2.1,1.4024517415387647
2.026530612244898,2.1,1.997411003038204
2.0673469387755103,2.1,2.166885688385271
2.1081632653061226,2.1,1.4333041946494358
2.148979591836735,2.1,1.7448564781135838
2.189795918367347,2.1,1.6335506365280659
2.2306122448979595,2.1,1.9723898112444505
2.2714285714285714,2.1,1.0255244637233902
2.3122448979591836,2.1,1.1070122618978486
2.353061224489796,2.1,1.6552836426630426
2.3938775510204082,2.1,1.2329937622035119
2.4346938775510205,2.1,2.4080607311811466
2.475510204081633,2.1,0.9460838335953885
2.516326530612245,2.1,1.7800194098704587
2.5571428571428574,2.1,1.9732964756577218
2.5979591836734697,2.1,1.6072400380811436
2.6387755102040815,2.1,0.9890604215387906
2.6795918367346943,2.1,0.7631786217577512
2.720408163265306,2.1,0.7960205112205773
2.7612244897959184,2.1,1.6877812764069064
2.8020408163265307,2.1,2.0631893382932915
2.842857142857143,2.1,0.5935923520796496
2.8836734693877553,2.1,2.3479439527996986
2.924489795918367,2.1,0.9614999497632608
2.96530612244898,2.1,2.1498762757366268
3.0061224489795917,2.1,1.449530334527537
3.0469387755102044,2.1,2.026564119863302
3.0877551020408163,2.1,1.5673603230994546
3.1285714285714286,2.1,1.9070989329275079
3.169387755102041,2.1,1.5418728419802599
3.210204081632653,2.1,1.3646600137536322
3.2510204081632654,2.1,1.2769656176081186
3.2918367346938773,2.1,2.3773635800744404
3.33265306122449,2.1,1.8944278406369137
3.373469387755102,2.1,1.9655795192238612
3.4142857142857146,2.1,1.7550468222793791
3.4551020408163264,2.1,1.6032600561799943
3.4959183673469387,2.1,0.6630648058773566
3.536734693877551,2.1,1.0446778846159837
3.5775510204081633,2.1,1.3594189807453003
3.6183673469387756,2.1,0.8328338697050737
3.659183673469388,2.1,1.3195516411913615
3.7,2.1,2.196367889033808
1.7000000000000002,2.1408163265306124,0.9370955327706127
1.7408163265306125,2.1408163265306124,2.3366577314411057
1.7816326530612248,2.1408163265306124,1.505621460400756
1.8224489795918368,2.1408163265306124,1.3437679505796685
1.8632653061224491,2.1408163265306124,1.0005874551688314
1.9040816326530614,2.1408163265306124,2.270386494545491
1.9448979591836737,2.1408163265306124,1.2272945068070626
1.9857142857142858,2.1408163265306124,0.5763801837069291
2.026530612244898,2.1408163265306124,1.4413122962613185
2.0673469387755103,2.1408163265306124,2.3552945267185956
2.1081632653061226,2.1408163265306124,1.1507527613939699
2.148979591836735,2.1408163265306124,1.2288420062210084
2.189795918367347,2.1408163265306124,0.8504041683033123
2.2306122448979595,2.1408163265306124,0.7387044480342634
2.2714285714285714,2.1408163265306124,1.3607678216850294
2.3122448979591836,2.1408163265306124,1.2614461410358326
2.353061224489796,2.1408163265306124,1.1730919858711593
2.3938775510204082,2.1408163265306124,1.789931248398491
2.4346938775510205,2.1408163265306124,0.7850876270252054
2.475510204081633,2.1408163265306124,2.4179870256897154
2.516326530612245,2.1408163265306124,1.653955130840332
2.5571428571428574,2.1408163265306124,1.491093954347492
2.5979591836734697,2.1408163265306124,1.7371937485931916
2.6387755102040815,2.1408163265306124,2.2969486346746315
2.6795918367346943,2.1408163265306124,2.0722179164943353
2.720408163265306,2.1408163265306124,1.9051593918831922
2.7612244897959184,2.1408163265306124,1.3160805711952976
2.8020408163265307,2.1408163265306124,1.4352153648425134
2.842857142857143,2.1408163265306124,0.9859726487184555
2.8836734693877553,2.1408163265306124,1.8462813168601684
2.924489795918367,2.1408163265306124,0.6759596189852198
2.96530612244898,2.1408163265306124,0.9340031243866489
3.0061224489795917,2.1408163265306124,1.752889169281884
3.0469387755102044,2.1408163265306124,1.6240782927606163
3.0877551020408163,2.1408163265306124,1.9347820731358323
3.1285714285714286,2.1408163265306124,1.4845613785211573
3.169387755102041,2.1408163265306124,0.7183102680563729
3.210204081632653,2.1408163265306124,1.5859661721272147
3.2510204081632654,2.1408163265306124,1.0484562066062801
3.2918367346938773,2.1408163265306124,1.8305751590122272
3.33265306122449,2.1408163265306124,1.9165442058151447
3.373469387755102,2.1408163265306124,1.445201356012617
3.4142857142857146,2.1408163265306124,1.5805808177027676
3.4551020408163264,2.1408163265306124,1.9835463654168648
3.4959183673469387,2.1408163265306124,1.4418980809550555
3.536734693877551,2.1408163265306124,0.6970878910574981
3.5775510204081633,2.1408163265306124,1.2575681641307308
3.6183673469387756,2.1408163265306124,2.3132212846610836
3.659183673469388,2.1408163265306124,2.028857688594387
3.7,2.1408163265306124,1.0689784245041158
1.7000000000000002,2.1816326530612247,2.06253008874069
1.7408163265306125,2.1816326530612247,2.393461116996275
1.7816326530612248,2.1816326530612247,1.3461412546796834
1.8224489795918368,2.1816326530612247,1.9446021905840223
1.8632653061224491,2.1816326530612247,1.2240485160383974
1.9040816326530614,2.1816326530612247,1.3304299019895702
1.9448979591836737,2.1816326530612247,1.2214427394141674
1.9857142857142858,2.1816326530612247,2.1503103611055043
2.026530612244898,2.1816326530612247,1.918137465498529
2.0673469387755103,2.1816326530612247,2.1644439250940106
